"validfrom (UTC)","validto (UTC)",point,type,granularity,timezone,activity,classification,"capacity (kW)","volume (kWh)",percentage,"emission (kg CO2)","emissionfactor (kg CO2/kWh)"
"2026-05-03 21:00:00","2026-05-03 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,166121,166121,0.025260766666667,0,0
"2026-05-03 22:00:00","2026-05-03 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,143323,143320,0.021794,0,0
"2026-05-03 23:00:00","2026-05-04 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,91124,91125,0.01385645,0,0
"2026-05-04 00:00:00","2026-05-04 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,92074,92075,0.014000933333333,0,0
"2026-05-04 01:00:00","2026-05-04 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,56496,56497,0.0085907966666667,0,0
"2026-05-04 02:00:00","2026-05-04 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,33588,33587,0.0051073616666667,0,0
"2026-05-04 03:00:00","2026-05-04 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,8491,8491,0.0012912333333333,0,0
"2026-05-04 04:00:00","2026-05-04 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,0,0,0,0,0
"2026-05-04 05:00:00","2026-05-04 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,14755,14755,0.002243655,0,0
"2026-05-04 06:00:00","2026-05-04 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,36103,36105,0.0054898266666667,0,0
"2026-05-04 07:00:00","2026-05-04 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,53073,53074,0.0080701216666667,0,0
"2026-05-04 08:00:00","2026-05-04 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,46083,46084,0.0070072183333333,0,0
"2026-05-04 09:00:00","2026-05-04 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,77771,77772,0.0118255,0,0
"2026-05-04 10:00:00","2026-05-04 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,157996,157995,0.024024016666667,0,0
"2026-05-04 11:00:00","2026-05-04 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,255223,255222,0.038807666666667,0,0
"2026-05-04 12:00:00","2026-05-04 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,400252,400253,0.060859583333333,0,0
"2026-05-04 13:00:00","2026-05-04 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,608018,608021,0.09245065,0,0
"2026-05-04 14:00:00","2026-05-04 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,878555,878552,0.13358583333333,0,0
"2026-05-04 15:00:00","2026-05-04 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1562740,1562739,0.23761616666667,0,0
"2026-05-04 16:00:00","2026-05-04 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1766176,1766177,0.26854783333333,0,0
"2026-05-04 17:00:00","2026-05-04 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1583768,1583767,0.24081166666667,0,0
"2026-05-04 18:00:00","2026-05-04 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1683382,1683381,0.255957,0,0
"2026-05-04 19:00:00","2026-05-04 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1684120,1684119,0.25606816666667,0,0
"2026-05-04 20:00:00","2026-05-04 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1763613,1763614,0.26815383333333,0,0
"2026-05-04 21:00:00","2026-05-04 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1544450,1544449,0.2348295,0,0
"2026-05-04 22:00:00","2026-05-04 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1665760,1665759,0.25327316666667,0,0
"2026-05-04 23:00:00","2026-05-05 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1681475,1681474,0.25566166666667,0,0
"2026-05-05 00:00:00","2026-05-05 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1685891,1685892,0.25633216666667,0,0
"2026-05-05 01:00:00","2026-05-05 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1701464,1701464,0.25869883333333,0,0
"2026-05-05 02:00:00","2026-05-05 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1697866,1697866,0.25815066666667,0,0
"2026-05-05 03:00:00","2026-05-05 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1692686,1692687,0.25736183333333,0,0
"2026-05-05 04:00:00","2026-05-05 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1544867,1544870,0.234886,0,0
"2026-05-05 05:00:00","2026-05-05 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1374971,1374971,0.20905383333333,0,0
"2026-05-05 06:00:00","2026-05-05 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1710070,1710073,0.26000216666667,0,0
"2026-05-05 07:00:00","2026-05-05 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2005367,2005367,0.30489816666667,0,0
"2026-05-05 08:00:00","2026-05-05 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2201283,2201281,0.33468416666667,0,0
"2026-05-05 09:00:00","2026-05-05 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2585087,2585090,0.39303616666667,0,0
"2026-05-05 10:00:00","2026-05-05 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2650866,2650868,0.40303583333333,0,0
"2026-05-05 11:00:00","2026-05-05 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2491619,2491618,0.37882183333333,0,0
"2026-05-05 12:00:00","2026-05-05 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2486944,2486947,0.37810983333333,0,0
"2026-05-05 13:00:00","2026-05-05 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2815349,2815352,0.42803833333333,0,0
"2026-05-05 14:00:00","2026-05-05 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3151099,3151096,0.479083,0,0
"2026-05-05 15:00:00","2026-05-05 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3377289,3377288,0.51346966666667,0,0
"2026-05-05 16:00:00","2026-05-05 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3556732,3556730,0.54074916666667,0,0
"2026-05-05 17:00:00","2026-05-05 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3642967,3642969,0.55385766666667,0,0
"2026-05-05 18:00:00","2026-05-05 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3482976,3482975,0.52953116666667,0,0
"2026-05-05 19:00:00","2026-05-05 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3037458,3037458,0.46179533333333,0,0
"2026-05-05 20:00:00","2026-05-05 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2650986,2650986,0.403037,0,0
"2026-05-05 21:00:00","2026-05-05 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2332354,2332354,0.35459316666667,0,0
"2026-05-05 22:00:00","2026-05-05 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2201998,2201998,0.33477366666667,0,0
"2026-05-05 23:00:00","2026-05-06 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2135925,2135927,0.32472683333333,0,0
"2026-05-06 00:00:00","2026-05-06 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1997774,1997767,0.3037225,0,0
"2026-05-06 01:00:00","2026-05-06 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2011348,2011352,0.30578483333333,0,0
"2026-05-06 02:00:00","2026-05-06 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2134399,2134401,0.324491,0,0
"2026-05-06 03:00:00","2026-05-06 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2121753,2121753,0.32256683333333,0,0
"2026-05-06 04:00:00","2026-05-06 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1988586,1988588,0.30232066666667,0,0
"2026-05-06 05:00:00","2026-05-06 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2095777,2095780,0.31861516666667,0,0
"2026-05-06 06:00:00","2026-05-06 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2526424,2526424,0.38408383333333,0,0
"2026-05-06 07:00:00","2026-05-06 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3311191,3311194,0.50338716666667,0,0
"2026-05-06 08:00:00","2026-05-06 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3674599,3674600,0.55863216666667,0,0
"2026-05-06 09:00:00","2026-05-06 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4081134,4081130,0.62043333333333,0,0
"2026-05-06 10:00:00","2026-05-06 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4519136,4519135,0.68701766666667,0,0
"2026-05-06 11:00:00","2026-05-06 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4463478,4463477,0.67855366666667,0,0
"2026-05-06 12:00:00","2026-05-06 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4338681,4338679,0.65957916666667,0,0
"2026-05-06 13:00:00","2026-05-06 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4543407,4543406,0.690699,0,0
"2026-05-06 14:00:00","2026-05-06 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4341663,4341667,0.66002683333333,0,0
"2026-05-06 15:00:00","2026-05-06 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4116001,4116005,0.62571883333333,0,0
"2026-05-06 16:00:00","2026-05-06 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3479189,3479191,0.52890766666667,0,0
"2026-05-06 17:00:00","2026-05-06 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2905904,2905906,0.44175516666667,0,0
"2026-05-06 18:00:00","2026-05-06 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2660722,2660723,0.40448066666667,0,0
"2026-05-06 19:00:00","2026-05-06 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2169301,2169301,0.329774,0,0
"2026-05-06 20:00:00","2026-05-06 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1431581,1431582,0.217626,0,0
"2026-05-06 21:00:00","2026-05-06 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1323141,1323137,0.2011405,0,0
"2026-05-06 22:00:00","2026-05-06 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,901489,901489,0.13704133333333,0,0
"2026-05-06 23:00:00","2026-05-07 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,721123,721125,0.1096225,0,0
"2026-05-07 00:00:00","2026-05-07 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,627884,627883,0.095448016666667,0,0
"2026-05-07 01:00:00","2026-05-07 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,455417,455420,0.069230166666667,0,0
"2026-05-07 02:00:00","2026-05-07 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,290477,290476,0.044156633333333,0,0
"2026-05-07 03:00:00","2026-05-07 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,232442,232443,0.035334383333333,0,0
"2026-05-07 04:00:00","2026-05-07 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,229350,229354,0.0348643,0,0
"2026-05-07 05:00:00","2026-05-07 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,175645,175644,0.026700216666667,0,0
"2026-05-07 06:00:00","2026-05-07 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,385240,385240,0.05856105,0,0
"2026-05-07 07:00:00","2026-05-07 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,760037,760038,0.11553416666667,0,0
"2026-05-07 08:00:00","2026-05-07 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,662738,662742,0.10074316666667,0,0
"2026-05-07 09:00:00","2026-05-07 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,672017,672015,0.10215341666667,0,0
"2026-05-07 10:00:00","2026-05-07 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,818240,818244,0.12438016666667,0,0
"2026-05-07 11:00:00","2026-05-07 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,929431,929432,0.14128133333333,0,0
"2026-05-07 12:00:00","2026-05-07 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1088089,1088091,0.16539816666667,0,0
"2026-05-07 13:00:00","2026-05-07 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1426740,1426744,0.216875,0,0
"2026-05-07 14:00:00","2026-05-07 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1519672,1519673,0.23100016666667,0,0
"2026-05-07 15:00:00","2026-05-07 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1412090,1412091,0.21464616666667,0,0
"2026-05-07 16:00:00","2026-05-07 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1476945,1476946,0.22450383333333,0,0
"2026-05-07 17:00:00","2026-05-07 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1271635,1271637,0.19329466666667,0,0
"2026-05-07 18:00:00","2026-05-07 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,946933,946937,0.143938,0,0
"2026-05-07 19:00:00","2026-05-07 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,730190,730193,0.11099161666667,0,0
"2026-05-07 20:00:00","2026-05-07 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,519173,519174,0.078915866666667,0,0
"2026-05-07 21:00:00","2026-05-07 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,480070,480071,0.07297175,0,0
"2026-05-07 22:00:00","2026-05-07 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,513377,513379,0.078034166666667,0,0
"2026-05-07 23:00:00","2026-05-08 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,321984,321984,0.0489419,0,0
"2026-05-08 00:00:00","2026-05-08 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,327986,327985,0.04985415,0,0
"2026-05-08 01:00:00","2026-05-08 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,306668,306667,0.04661345,0,0
"2026-05-08 02:00:00","2026-05-08 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,318609,318609,0.048428416666667,0,0
"2026-05-08 03:00:00","2026-05-08 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,278676,278676,0.042358416666667,0,0
"2026-05-08 04:00:00","2026-05-08 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,290989,290989,0.044229733333333,0,0
"2026-05-08 05:00:00","2026-05-08 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,350321,350324,0.053247966666667,0,0
"2026-05-08 06:00:00","2026-05-08 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,560208,560210,0.085149883333333,0,0
"2026-05-08 07:00:00","2026-05-08 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1053562,1053565,0.16013716666667,0,0
"2026-05-08 08:00:00","2026-05-08 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1632720,1632726,0.24816583333333,0,0
"2026-05-08 09:00:00","2026-05-08 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2080968,2080970,0.31629666666667,0,0
"2026-05-08 10:00:00","2026-05-08 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2126938,2126940,0.32328216666667,0,0
"2026-05-08 11:00:00","2026-05-08 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1895175,1895173,0.2880545,0,0
"2026-05-08 12:00:00","2026-05-08 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1691045,1691042,0.25702716666667,0,0
"2026-05-08 13:00:00","2026-05-08 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1389906,1389907,0.21125516666667,0,0
"2026-05-08 14:00:00","2026-05-08 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1158421,1158423,0.17607033333333,0,0
"2026-05-08 15:00:00","2026-05-08 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,942435,942432,0.14324166666667,0,0
"2026-05-08 16:00:00","2026-05-08 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1024547,1024551,0.15572133333333,0,0
"2026-05-08 17:00:00","2026-05-08 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,870569,870574,0.13231766666667,0,0
"2026-05-08 18:00:00","2026-05-08 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,650854,650855,0.098922716666667,0,0
"2026-05-08 19:00:00","2026-05-08 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,337404,337405,0.05128165,0,0
"2026-05-08 20:00:00","2026-05-08 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,314984,314983,0.047873833333333,0,0
"2026-05-08 21:00:00","2026-05-08 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,341585,341586,0.051916716666667,0,0
"2026-05-08 22:00:00","2026-05-08 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,266760,266760,0.04054395,0,0
"2026-05-08 23:00:00","2026-05-09 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,255943,255942,0.038899783333333,0,0
"2026-05-09 00:00:00","2026-05-09 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,220830,220831,0.03356305,0,0
"2026-05-09 01:00:00","2026-05-09 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,193582,193582,0.029421633333333,0,0
"2026-05-09 02:00:00","2026-05-09 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,124746,124744,0.018959466666667,0,0
"2026-05-09 03:00:00","2026-05-09 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,69361,69359,0.010541783333333,0,0
"2026-05-09 04:00:00","2026-05-09 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,75615,75615,0.01149225,0,0
"2026-05-09 05:00:00","2026-05-09 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,105903,105904,0.0160954,0,0
"2026-05-09 06:00:00","2026-05-09 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,216967,216967,0.0329751,0,0
"2026-05-09 07:00:00","2026-05-09 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,445157,445158,0.067655516666667,0,0
"2026-05-09 08:00:00","2026-05-09 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,740107,740104,0.11248168333333,0,0
"2026-05-09 09:00:00","2026-05-09 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,960695,960695,0.14600616666667,0,0
"2026-05-09 10:00:00","2026-05-09 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,899118,899122,0.13664716666667,0,0
"2026-05-09 11:00:00","2026-05-09 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,769644,769645,0.11696966666667,0,0
"2026-05-09 12:00:00","2026-05-09 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,773794,773793,0.11759966666667,0,0
"2026-05-09 13:00:00","2026-05-09 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,823645,823645,0.1251755,0,0
"2026-05-09 14:00:00","2026-05-09 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1003681,1003677,0.152536,0,0
"2026-05-09 15:00:00","2026-05-09 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1133329,1133328,0.172239,0,0
"2026-05-09 16:00:00","2026-05-09 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1141727,1141729,0.17351466666667,0,0
"2026-05-09 17:00:00","2026-05-09 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1078631,1078626,0.16392483333333,0,0
"2026-05-09 18:00:00","2026-05-09 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1057244,1057244,0.16067366666667,0,0
"2026-05-09 19:00:00","2026-05-09 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,836676,836677,0.1271525,0,0
"2026-05-09 20:00:00","2026-05-09 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,680851,680852,0.10347101666667,0,0
"2026-05-09 21:00:00","2026-05-09 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,528252,528252,0.08027975,0,0
"2026-05-09 22:00:00","2026-05-09 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,516330,516331,0.078467616666667,0,0
"2026-05-09 23:00:00","2026-05-10 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,471017,471019,0.071580966666667,0,0
"2026-05-10 00:00:00","2026-05-10 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,516877,516877,0.078550033333333,0,0
"2026-05-10 01:00:00","2026-05-10 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,548858,548857,0.0834099,0,0
"2026-05-10 02:00:00","2026-05-10 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,617399,617400,0.093825633333333,0,0
"2026-05-10 03:00:00","2026-05-10 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,637376,637378,0.096861166666667,0,0
"2026-05-10 04:00:00","2026-05-10 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,884409,884407,0.13440183333333,0,0
"2026-05-10 05:00:00","2026-05-10 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1039369,1039372,0.15795033333333,0,0
"2026-05-10 06:00:00","2026-05-10 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1765852,1765856,0.26835066666667,0,0
"2026-05-10 07:00:00","2026-05-10 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3185741,3185747,0.4841245,0,0
"2026-05-10 08:00:00","2026-05-10 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4046868,4046869,0.61498416666667,0,0
"2026-05-10 09:00:00","2026-05-10 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4191975,4191978,0.63703283333333,0,0
"2026-05-10 10:00:00","2026-05-10 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4756599,4756598,0.72283283333333,0,0
"2026-05-10 11:00:00","2026-05-10 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4798771,4798772,0.7292385,0,0
"2026-05-10 12:00:00","2026-05-10 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4880281,4880282,0.741622,0,0
"2026-05-10 13:00:00","2026-05-10 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5093121,5093121,0.7739625,0,0
"2026-05-10 14:00:00","2026-05-10 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5408210,5408210,0.82184066666667,0,0
"2026-05-10 15:00:00","2026-05-10 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5334055,5334050,0.81056883333333,0,0
"2026-05-10 16:00:00","2026-05-10 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5379458,5379464,0.81746483333333,0,0
"2026-05-10 17:00:00","2026-05-10 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5439906,5439906,0.82664733333333,0,0
"2026-05-10 18:00:00","2026-05-10 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4952801,4952800,0.75262383333333,0,0
"2026-05-10 19:00:00","2026-05-10 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4058175,4058175,0.6166745,0,0
"2026-05-10 20:00:00","2026-05-10 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3307767,3307765,0.50264166666667,0,0
"2026-05-10 21:00:00","2026-05-10 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2333964,2333966,0.354663,0,0
"2026-05-10 22:00:00","2026-05-10 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2041137,2041136,0.3101645,0,0
"2026-05-10 23:00:00","2026-05-11 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1703856,1703854,0.2589115,0,0
"2026-05-11 00:00:00","2026-05-11 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1265211,1265214,0.19225566666667,0,0
"2026-05-11 01:00:00","2026-05-11 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,966587,966585,0.14687766666667,0,0
"2026-05-11 02:00:00","2026-05-11 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,726916,726917,0.11045791666667,0,0
"2026-05-11 03:00:00","2026-05-11 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,454990,454990,0.069137433333333,0,0
"2026-05-11 04:00:00","2026-05-11 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,294702,294702,0.044780883333333,0,0
"2026-05-11 05:00:00","2026-05-11 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,231650,231651,0.03519985,0,0
"2026-05-11 06:00:00","2026-05-11 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,301466,301468,0.045808383333333,0,0
"2026-05-11 07:00:00","2026-05-11 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,967856,967855,0.14706685,0,0
"2026-05-11 08:00:00","2026-05-11 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2130491,2130488,0.323729,0,0
"2026-05-11 09:00:00","2026-05-11 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3070885,3070883,0.46662033333333,0,0
"2026-05-11 10:00:00","2026-05-11 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4102868,4102872,0.6234275,0,0
"2026-05-11 11:00:00","2026-05-11 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3924440,3924436,0.59631316666667,0,0
"2026-05-11 12:00:00","2026-05-11 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5220802,5220801,0.79329016666667,0,0
"2026-05-11 13:00:00","2026-05-11 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5801478,5801476,0.88151866666667,0,0
"2026-05-11 14:00:00","2026-05-11 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6078047,6078048,0.92353916666667,0,0
"2026-05-11 15:00:00","2026-05-11 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6181745,6181745,0.93929166666667,0,0
"2026-05-11 16:00:00","2026-05-11 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6257117,6257117,0.95074066666667,0,0
"2026-05-11 17:00:00","2026-05-11 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6209249,6209249,0.94346316666667,0,0
"2026-05-11 18:00:00","2026-05-11 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5986932,5986930,0.90967966666667,0,0
"2026-05-11 19:00:00","2026-05-11 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5342196,5342196,0.8117125,0,0
"2026-05-11 20:00:00","2026-05-11 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4758200,4758199,0.72297516666667,0,0
"2026-05-11 21:00:00","2026-05-11 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4667406,4667408,0.7091765,0,0
"2026-05-11 22:00:00","2026-05-11 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5440900,5440901,0.8266995,0,0
"2026-05-11 23:00:00","2026-05-12 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5503647,5503647,0.83623,0,0
"2026-05-12 00:00:00","2026-05-12 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5458674,5458670,0.82939333333333,0,0
"2026-05-12 01:00:00","2026-05-12 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5172253,5172251,0.785871,0,0
"2026-05-12 02:00:00","2026-05-12 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4557476,4557471,0.69245933333333,0,0
"2026-05-12 03:00:00","2026-05-12 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4337710,4337708,0.65906566666667,0,0
"2026-05-12 04:00:00","2026-05-12 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3751589,3751589,0.57000883333333,0,0
