point,type,granularity,"capacity (kW)","volume (kWh)","emission (kg CO2)","emissionfactor (kg CO2/kWh)","validfrom (UTC)","validto (UTC)","lastupdate (UTC)"
Nederland,ElectricityMix,Hour,6577500,6577500,0,0,"2025-09-24 14:00:00","2025-09-24 15:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,4972500,4972500,0,0,"2025-09-24 15:00:00","2025-09-24 16:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,4892250,4892250,0,0,"2025-09-24 16:00:00","2025-09-24 17:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,3703500,3703500,0,0,"2025-09-24 17:00:00","2025-09-24 18:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,2091500,2091500,0,0,"2025-09-24 18:00:00","2025-09-24 19:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,3036500,3036500,0,0,"2025-09-24 19:00:00","2025-09-24 20:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,2614250,2614250,0,0,"2025-09-24 20:00:00","2025-09-24 21:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,2935000,2935000,0,0,"2025-09-24 21:00:00","2025-09-24 22:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,3189500,3189500,0,0,"2025-09-24 22:00:00","2025-09-24 23:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,3396250,3396250,0,0,"2025-09-24 23:00:00","2025-09-25 00:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,4011250,4011250,0,0,"2025-09-25 00:00:00","2025-09-25 01:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,4099000,4099000,0,0,"2025-09-25 01:00:00","2025-09-25 02:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,4376000,4376000,0,0,"2025-09-25 02:00:00","2025-09-25 03:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,4653250,4653250,0,0,"2025-09-25 03:00:00","2025-09-25 04:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,5816000,5816000,0,0,"2025-09-25 04:00:00","2025-09-25 05:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,5798750,5798750,0,0,"2025-09-25 05:00:00","2025-09-25 06:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,5600250,5600250,0,0,"2025-09-25 06:00:00","2025-09-25 07:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,5887250,5887250,0,0,"2025-09-25 07:00:00","2025-09-25 08:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,5762500,5762500,0,0,"2025-09-25 08:00:00","2025-09-25 09:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,6537500,6537500,0,0,"2025-09-25 09:00:00","2025-09-25 10:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,6897500,6897500,0,0,"2025-09-25 10:00:00","2025-09-25 11:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,7789500,7789500,0,0,"2025-09-25 11:00:00","2025-09-25 12:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,7421750,7421750,0,0,"2025-09-25 12:00:00","2025-09-25 13:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,6325250,6325250,0,0,"2025-09-25 13:00:00","2025-09-25 14:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,4354500,4354500,0,0,"2025-09-25 14:00:00","2025-09-25 15:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,3725000,3725000,0,0,"2025-09-25 15:00:00","2025-09-25 16:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,3772250,3772250,0,0,"2025-09-25 16:00:00","2025-09-25 17:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,3548500,3548500,0,0,"2025-09-25 17:00:00","2025-09-25 18:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,2070750,2070750,0,0,"2025-09-25 18:00:00","2025-09-25 19:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,2146750,2146750,0,0,"2025-09-25 19:00:00","2025-09-25 20:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,2851250,2851250,0,0,"2025-09-25 20:00:00","2025-09-25 21:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,3571500,3571500,0,0,"2025-09-25 21:00:00","2025-09-25 22:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,3163000,3163000,0,0,"2025-09-25 22:00:00","2025-09-25 23:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,2988000,2988000,0,0,"2025-09-25 23:00:00","2025-09-26 00:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,2948750,2948750,0,0,"2025-09-26 00:00:00","2025-09-26 01:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,3204750,3204750,0,0,"2025-09-26 01:00:00","2025-09-26 02:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,3319750,3319750,0,0,"2025-09-26 02:00:00","2025-09-26 03:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,4452000,4452000,0,0,"2025-09-26 03:00:00","2025-09-26 04:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,5150250,5150250,0,0,"2025-09-26 04:00:00","2025-09-26 05:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,4278250,4278250,0,0,"2025-09-26 05:00:00","2025-09-26 06:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,3507250,3507250,0,0,"2025-09-26 06:00:00","2025-09-26 07:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,4141750,4141750,0,0,"2025-09-26 07:00:00","2025-09-26 08:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,4221750,4221750,0,0,"2025-09-26 08:00:00","2025-09-26 09:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,4124750,4124750,0,0,"2025-09-26 09:00:00","2025-09-26 10:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,3031000,3031000,0,0,"2025-09-26 10:00:00","2025-09-26 11:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,3471750,3471750,0,0,"2025-09-26 11:00:00","2025-09-26 12:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,3344500,3344500,0,0,"2025-09-26 12:00:00","2025-09-26 13:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,3315000,3315000,0,0,"2025-09-26 13:00:00","2025-09-26 14:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,3613750,3613750,0,0,"2025-09-26 14:00:00","2025-09-26 15:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,3056250,3056250,0,0,"2025-09-26 15:00:00","2025-09-26 16:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,2482500,2482500,0,0,"2025-09-26 16:00:00","2025-09-26 17:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,2506000,2506000,0,0,"2025-09-26 17:00:00","2025-09-26 18:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,2280250,2280250,0,0,"2025-09-26 18:00:00","2025-09-26 19:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,2898000,2898000,0,0,"2025-09-26 19:00:00","2025-09-26 20:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,2713750,2713750,0,0,"2025-09-26 20:00:00","2025-09-26 21:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,2179000,2179000,0,0,"2025-09-26 21:00:00","2025-09-26 22:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,1889000,1889000,0,0,"2025-09-26 22:00:00","2025-09-26 23:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,1791000,1791000,0,0,"2025-09-26 23:00:00","2025-09-27 00:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,1771500,1771500,0,0,"2025-09-27 00:00:00","2025-09-27 01:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,1541500,1541500,0,0,"2025-09-27 01:00:00","2025-09-27 02:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,1453500,1453500,0,0,"2025-09-27 02:00:00","2025-09-27 03:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,1859000,1859000,0,0,"2025-09-27 03:00:00","2025-09-27 04:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,1637750,1637750,0,0,"2025-09-27 04:00:00","2025-09-27 05:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,1307250,1307250,0,0,"2025-09-27 05:00:00","2025-09-27 06:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,1013500,1013500,0,0,"2025-09-27 06:00:00","2025-09-27 07:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,1154250,1154250,0,0,"2025-09-27 07:00:00","2025-09-27 08:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,1237000,1237000,0,0,"2025-09-27 08:00:00","2025-09-27 09:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,1781250,1781250,0,0,"2025-09-27 09:00:00","2025-09-27 10:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,1726000,1726000,0,0,"2025-09-27 10:00:00","2025-09-27 11:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,2043000,2043000,0,0,"2025-09-27 11:00:00","2025-09-27 12:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,1580000,1580000,0,0,"2025-09-27 12:00:00","2025-09-27 13:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,1457750,1457750,0,0,"2025-09-27 13:00:00","2025-09-27 14:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,1652500,1652500,0,0,"2025-09-27 14:00:00","2025-09-27 15:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,2597500,2597500,0,0,"2025-09-27 15:00:00","2025-09-27 16:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,1796750,1796750,0,0,"2025-09-27 16:00:00","2025-09-27 17:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,1842500,1842500,0,0,"2025-09-27 17:00:00","2025-09-27 18:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,2415250,2415250,0,0,"2025-09-27 18:00:00","2025-09-27 19:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,2575500,2575500,0,0,"2025-09-27 19:00:00","2025-09-27 20:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,3043500,3043500,0,0,"2025-09-27 20:00:00","2025-09-27 21:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,3135000,3135000,0,0,"2025-09-27 21:00:00","2025-09-27 22:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,2643000,2643000,0,0,"2025-09-27 22:00:00","2025-09-27 23:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,2483750,2483750,0,0,"2025-09-27 23:00:00","2025-09-28 00:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,2408750,2408750,0,0,"2025-09-28 00:00:00","2025-09-28 01:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,2410000,2410000,0,0,"2025-09-28 01:00:00","2025-09-28 02:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,2305750,2305750,0,0,"2025-09-28 02:00:00","2025-09-28 03:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,2288500,2288500,0,0,"2025-09-28 03:00:00","2025-09-28 04:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,2219750,2219750,0,0,"2025-09-28 04:00:00","2025-09-28 05:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,1920000,1920000,0,0,"2025-09-28 05:00:00","2025-09-28 06:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,1665750,1665750,0,0,"2025-09-28 06:00:00","2025-09-28 07:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,2875250,2875250,0,0,"2025-09-28 07:00:00","2025-09-28 08:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,3522000,3522000,0,0,"2025-09-28 08:00:00","2025-09-28 09:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,4068750,4068750,0,0,"2025-09-28 09:00:00","2025-09-28 10:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,4339500,4339500,0,0,"2025-09-28 10:00:00","2025-09-28 11:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,4640500,4640500,0,0,"2025-09-28 11:00:00","2025-09-28 12:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,4505500,4505500,0,0,"2025-09-28 12:00:00","2025-09-28 13:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,3921250,3921250,0,0,"2025-09-28 13:00:00","2025-09-28 14:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,2693750,2693750,0,0,"2025-09-28 14:00:00","2025-09-28 15:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,1864500,1864500,0,0,"2025-09-28 15:00:00","2025-09-28 16:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,1502250,1502250,0,0,"2025-09-28 16:00:00","2025-09-28 17:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,1612250,1612250,0,0,"2025-09-28 17:00:00","2025-09-28 18:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,1804250,1804250,0,0,"2025-09-28 18:00:00","2025-09-28 19:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,2512000,2512000,0,0,"2025-09-28 19:00:00","2025-09-28 20:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,3014750,3014750,0,0,"2025-09-28 20:00:00","2025-09-28 21:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,2398000,2398000,0,0,"2025-09-28 21:00:00","2025-09-28 22:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,2160500,2160500,0,0,"2025-09-28 22:00:00","2025-09-28 23:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,1918000,1918000,0,0,"2025-09-28 23:00:00","2025-09-29 00:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,2167250,2167250,0,0,"2025-09-29 00:00:00","2025-09-29 01:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,2387750,2387750,0,0,"2025-09-29 01:00:00","2025-09-29 02:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,2572250,2572250,0,0,"2025-09-29 02:00:00","2025-09-29 03:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,3169500,3169500,0,0,"2025-09-29 03:00:00","2025-09-29 04:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,3260750,3260750,0,0,"2025-09-29 04:00:00","2025-09-29 05:00:00","2026-01-28 08:39:11"
Nederland,ElectricityMix,Hour,2181750,2181750,0,0,"2025-09-29 05:00:00","2025-09-29 06:00:00","2026-01-29 06:32:22"
Nederland,ElectricityMix,Hour,1456500,1456500,0,0,"2025-09-29 06:00:00","2025-09-29 07:00:00","2026-01-29 06:32:22"
Nederland,ElectricityMix,Hour,1736750,1736750,0,0,"2025-09-29 07:00:00","2025-09-29 08:00:00","2026-01-29 06:32:22"
Nederland,ElectricityMix,Hour,2544000,2544000,0,0,"2025-09-29 08:00:00","2025-09-29 09:00:00","2026-01-29 06:32:22"
Nederland,ElectricityMix,Hour,2789500,2789500,0,0,"2025-09-29 09:00:00","2025-09-29 10:00:00","2026-01-29 06:32:22"
Nederland,ElectricityMix,Hour,3264500,3264500,0,0,"2025-09-29 10:00:00","2025-09-29 11:00:00","2026-01-29 06:32:22"
Nederland,ElectricityMix,Hour,3174500,3174500,0,0,"2025-09-29 11:00:00","2025-09-29 12:00:00","2026-01-29 06:32:22"
Nederland,ElectricityMix,Hour,2708750,2708750,0,0,"2025-09-29 12:00:00","2025-09-29 13:00:00","2026-01-29 06:32:22"
Nederland,ElectricityMix,Hour,2205000,2205000,0,0,"2025-09-29 13:00:00","2025-09-29 14:00:00","2026-01-29 06:32:22"
Nederland,ElectricityMix,Hour,3556500,3556500,0,0,"2025-09-29 14:00:00","2025-09-29 15:00:00","2026-01-29 06:32:22"
Nederland,ElectricityMix,Hour,3144750,3144750,0,0,"2025-09-29 15:00:00","2025-09-29 16:00:00","2026-01-29 06:32:22"
Nederland,ElectricityMix,Hour,2424500,2424500,0,0,"2025-09-29 16:00:00","2025-09-29 17:00:00","2026-01-29 06:32:22"
Nederland,ElectricityMix,Hour,1995750,1995750,0,0,"2025-09-29 17:00:00","2025-09-29 18:00:00","2026-01-29 06:32:22"
Nederland,ElectricityMix,Hour,1510500,1510500,0,0,"2025-09-29 18:00:00","2025-09-29 19:00:00","2026-01-29 06:32:22"
Nederland,ElectricityMix,Hour,1886500,1886500,0,0,"2025-09-29 19:00:00","2025-09-29 20:00:00","2026-01-29 06:32:22"
Nederland,ElectricityMix,Hour,2028500,2028500,0,0,"2025-09-29 20:00:00","2025-09-29 21:00:00","2026-01-29 06:32:22"
Nederland,ElectricityMix,Hour,2772500,2772500,0,0,"2025-09-29 21:00:00","2025-09-29 22:00:00","2026-01-29 06:32:22"
Nederland,ElectricityMix,Hour,2245500,2245500,0,0,"2025-09-29 22:00:00","2025-09-29 23:00:00","2026-01-29 06:32:22"
Nederland,ElectricityMix,Hour,3001250,3001250,0,0,"2025-09-29 23:00:00","2025-09-30 00:00:00","2026-01-29 06:32:22"
Nederland,ElectricityMix,Hour,3185000,3185000,0,0,"2025-09-30 00:00:00","2025-09-30 01:00:00","2026-01-29 06:32:22"
Nederland,ElectricityMix,Hour,2881750,2881750,0,0,"2025-09-30 01:00:00","2025-09-30 02:00:00","2026-01-29 06:32:22"
Nederland,ElectricityMix,Hour,2988000,2988000,0,0,"2025-09-30 02:00:00","2025-09-30 03:00:00","2026-01-29 06:32:22"
Nederland,ElectricityMix,Hour,3061000,3061000,0,0,"2025-09-30 03:00:00","2025-09-30 04:00:00","2026-01-29 06:32:22"
Nederland,ElectricityMix,Hour,3659250,3659250,0,0,"2025-09-30 04:00:00","2025-09-30 05:00:00","2026-01-29 06:32:22"
Nederland,ElectricityMix,Hour,2543500,2543500,0,0,"2025-09-30 05:00:00","2025-09-30 06:00:00","2026-01-30 06:32:07"
Nederland,ElectricityMix,Hour,1823500,1823500,0,0,"2025-09-30 06:00:00","2025-09-30 07:00:00","2026-01-30 06:32:07"
Nederland,ElectricityMix,Hour,1935250,1935250,0,0,"2025-09-30 07:00:00","2025-09-30 08:00:00","2026-01-30 06:32:07"
Nederland,ElectricityMix,Hour,3129500,3129500,0,0,"2025-09-30 08:00:00","2025-09-30 09:00:00","2026-01-30 06:32:07"
Nederland,ElectricityMix,Hour,2823500,2823500,0,0,"2025-09-30 09:00:00","2025-09-30 10:00:00","2026-01-30 06:32:07"
Nederland,ElectricityMix,Hour,3891000,3891000,0,0,"2025-09-30 10:00:00","2025-09-30 11:00:00","2026-01-30 06:32:07"
Nederland,ElectricityMix,Hour,4045500,4045500,0,0,"2025-09-30 11:00:00","2025-09-30 12:00:00","2026-01-30 06:32:07"
Nederland,ElectricityMix,Hour,4375250,4375250,0,0,"2025-09-30 12:00:00","2025-09-30 13:00:00","2026-01-30 06:32:07"
Nederland,ElectricityMix,Hour,4442500,4442500,0,0,"2025-09-30 13:00:00","2025-09-30 14:00:00","2026-01-30 06:32:07"
Nederland,ElectricityMix,Hour,3836250,3836250,0,0,"2025-09-30 14:00:00","2025-09-30 15:00:00","2026-01-30 06:32:07"
Nederland,ElectricityMix,Hour,2884250,2884250,0,0,"2025-09-30 15:00:00","2025-09-30 16:00:00","2026-01-30 06:32:07"
Nederland,ElectricityMix,Hour,1969750,1969750,0,0,"2025-09-30 16:00:00","2025-09-30 17:00:00","2026-01-30 06:32:07"
Nederland,ElectricityMix,Hour,1279250,1279250,0,0,"2025-09-30 17:00:00","2025-09-30 18:00:00","2026-01-30 06:32:07"
Nederland,ElectricityMix,Hour,1014250,1014250,0,0,"2025-09-30 18:00:00","2025-09-30 19:00:00","2026-01-30 06:32:07"
Nederland,ElectricityMix,Hour,1511750,1511750,0,0,"2025-09-30 19:00:00","2025-09-30 20:00:00","2026-01-30 06:32:07"
Nederland,ElectricityMix,Hour,1939500,1939500,0,0,"2025-09-30 20:00:00","2025-09-30 21:00:00","2026-01-30 06:32:07"
Nederland,ElectricityMix,Hour,2011000,2011000,0,0,"2025-09-30 21:00:00","2025-09-30 22:00:00","2026-01-30 06:32:07"
Nederland,ElectricityMix,Hour,3440250,3440250,0,0,"2025-09-30 22:00:00","2025-09-30 23:00:00","2026-01-30 06:32:07"
Nederland,ElectricityMix,Hour,3555750,3555750,0,0,"2025-09-30 23:00:00","2025-10-01 00:00:00","2026-01-30 06:32:07"
Nederland,ElectricityMix,Hour,3351000,3351000,0,0,"2025-10-01 00:00:00","2025-10-01 01:00:00","2026-01-30 06:32:07"
Nederland,ElectricityMix,Hour,3442250,3442250,0,0,"2025-10-01 01:00:00","2025-10-01 02:00:00","2026-01-30 06:32:07"
Nederland,ElectricityMix,Hour,3496250,3496250,0,0,"2025-10-01 02:00:00","2025-10-01 03:00:00","2026-01-30 06:32:07"
Nederland,ElectricityMix,Hour,3339250,3339250,0,0,"2025-10-01 03:00:00","2025-10-01 04:00:00","2026-01-30 06:32:07"
Nederland,ElectricityMix,Hour,3594750,3594750,0,0,"2025-10-01 04:00:00","2025-10-01 05:00:00","2026-01-30 06:32:07"
Nederland,ElectricityMix,Hour,2547500,2547500,0,0,"2025-10-01 05:00:00","2025-10-01 06:00:00","2026-01-31 06:32:25"
Nederland,ElectricityMix,Hour,1693000,1693000,0,0,"2025-10-01 06:00:00","2025-10-01 07:00:00","2026-01-31 06:32:25"
Nederland,ElectricityMix,Hour,2899750,2899750,0,0,"2025-10-01 07:00:00","2025-10-01 08:00:00","2026-01-31 06:32:25"
Nederland,ElectricityMix,Hour,4043750,4043750,0,0,"2025-10-01 08:00:00","2025-10-01 09:00:00","2026-01-31 06:32:25"
Nederland,ElectricityMix,Hour,3938000,3938000,0,0,"2025-10-01 09:00:00","2025-10-01 10:00:00","2026-01-31 06:32:25"
Nederland,ElectricityMix,Hour,4876250,4876250,0,0,"2025-10-01 10:00:00","2025-10-01 11:00:00","2026-01-31 06:32:25"
Nederland,ElectricityMix,Hour,4921000,4921000,0,0,"2025-10-01 11:00:00","2025-10-01 12:00:00","2026-01-31 06:32:25"
Nederland,ElectricityMix,Hour,4532500,4532500,0,0,"2025-10-01 12:00:00","2025-10-01 13:00:00","2026-01-31 06:32:25"
Nederland,ElectricityMix,Hour,3852250,3852250,0,0,"2025-10-01 13:00:00","2025-10-01 14:00:00","2026-01-31 06:32:25"
Nederland,ElectricityMix,Hour,4492250,4492250,0,0,"2025-10-01 14:00:00","2025-10-01 15:00:00","2026-01-31 06:32:25"
Nederland,ElectricityMix,Hour,3225000,3225000,0,0,"2025-10-01 15:00:00","2025-10-01 16:00:00","2026-01-31 06:32:25"
Nederland,ElectricityMix,Hour,2537750,2537750,0,0,"2025-10-01 16:00:00","2025-10-01 17:00:00","2026-01-31 06:32:25"
Nederland,ElectricityMix,Hour,2070000,2070000,0,0,"2025-10-01 17:00:00","2025-10-01 18:00:00","2026-01-31 06:32:25"
Nederland,ElectricityMix,Hour,2394000,2394000,0,0,"2025-10-01 18:00:00","2025-10-01 19:00:00","2026-01-31 06:32:25"
Nederland,ElectricityMix,Hour,2702250,2702250,0,0,"2025-10-01 19:00:00","2025-10-01 20:00:00","2026-01-31 06:32:25"
Nederland,ElectricityMix,Hour,3295250,3295250,0,0,"2025-10-01 20:00:00","2025-10-01 21:00:00","2026-01-31 06:32:25"
Nederland,ElectricityMix,Hour,3162500,3162500,0,0,"2025-10-01 21:00:00","2025-10-01 22:00:00","2026-01-31 06:32:25"
Nederland,ElectricityMix,Hour,3700750,3700750,0,0,"2025-10-01 22:00:00","2025-10-01 23:00:00","2026-01-31 06:32:25"
Nederland,ElectricityMix,Hour,3706500,3706500,0,0,"2025-10-01 23:00:00","2025-10-02 00:00:00","2026-01-31 06:32:25"
Nederland,ElectricityMix,Hour,3077500,3077500,0,0,"2025-10-02 00:00:00","2025-10-02 01:00:00","2026-01-31 06:32:25"
Nederland,ElectricityMix,Hour,2800250,2800250,0,0,"2025-10-02 01:00:00","2025-10-02 02:00:00","2026-01-31 06:32:25"
Nederland,ElectricityMix,Hour,2890250,2890250,0,0,"2025-10-02 02:00:00","2025-10-02 03:00:00","2026-01-31 06:32:25"
Nederland,ElectricityMix,Hour,3525000,3525000,0,0,"2025-10-02 03:00:00","2025-10-02 04:00:00","2026-01-31 06:32:25"
Nederland,ElectricityMix,Hour,4163000,4163000,0,0,"2025-10-02 04:00:00","2025-10-02 05:00:00","2026-01-31 06:32:25"
Nederland,ElectricityMix,Hour,3019250,3019250,0,0,"2025-10-02 05:00:00","2025-10-02 06:00:00","2026-02-01 06:35:37"
Nederland,ElectricityMix,Hour,2661750,2661750,0,0,"2025-10-02 06:00:00","2025-10-02 07:00:00","2026-02-01 06:35:37"
Nederland,ElectricityMix,Hour,2940500,2940500,0,0,"2025-10-02 07:00:00","2025-10-02 08:00:00","2026-02-01 06:35:37"
Nederland,ElectricityMix,Hour,2647500,2647500,0,0,"2025-10-02 08:00:00","2025-10-02 09:00:00","2026-02-01 06:35:37"
Nederland,ElectricityMix,Hour,2159500,2159500,0,0,"2025-10-02 09:00:00","2025-10-02 10:00:00","2026-02-01 06:35:37"
Nederland,ElectricityMix,Hour,2340750,2340750,0,0,"2025-10-02 10:00:00","2025-10-02 11:00:00","2026-02-01 06:35:37"
Nederland,ElectricityMix,Hour,2226500,2226500,0,0,"2025-10-02 11:00:00","2025-10-02 12:00:00","2026-02-01 06:35:37"
Nederland,ElectricityMix,Hour,2455500,2455500,0,0,"2025-10-02 12:00:00","2025-10-02 13:00:00","2026-02-01 06:35:37"
Nederland,ElectricityMix,Hour,2553000,2553000,0,0,"2025-10-02 13:00:00","2025-10-02 14:00:00","2026-02-01 06:35:37"
Nederland,ElectricityMix,Hour,2012000,2012000,0,0,"2025-10-02 14:00:00","2025-10-02 15:00:00","2026-02-01 06:35:37"
Nederland,ElectricityMix,Hour,3638000,3638000,0,0,"2025-10-02 15:00:00","2025-10-02 16:00:00","2026-02-01 06:35:37"
Nederland,ElectricityMix,Hour,3364250,3364250,0,0,"2025-10-02 16:00:00","2025-10-02 17:00:00","2026-02-01 06:35:37"
Nederland,ElectricityMix,Hour,3534250,3534250,0,0,"2025-10-02 17:00:00","2025-10-02 18:00:00","2026-02-01 06:35:37"
Nederland,ElectricityMix,Hour,3581250,3581250,0,0,"2025-10-02 18:00:00","2025-10-02 19:00:00","2026-02-01 06:35:37"
Nederland,ElectricityMix,Hour,3997250,3997250,0,0,"2025-10-02 19:00:00","2025-10-02 20:00:00","2026-02-01 06:35:37"
